Statistic	a	b	c	d	NrSites	Estimate_Total	Estimate_Jackknife	StdErr_Jackknife	Z_score_Jackknife
FST	Han	Balochi			593124	8.9752e-2	8.9751e-2	8.6394e-4	103.88594943055138
FST	Han	Basque			593124	0.1187	0.1187	1.1783e-3	100.71525242578521
FST	Han	BedouinA			593124	0.1040	0.1040	1.0597e-3	98.11458234774331
FST	Han	BedouinB			593124	0.1261	0.1261	1.1799e-3	106.90616813292807
FST	Han	Biaka			593124	0.2031	0.2031	1.3654e-3	148.75800717874526
FST	Han	Brahui			593124	9.1448e-2	9.1448e-2	9.2104e-4	99.28696002310399
FST	Han	Burusho			593124	7.1242e-2	7.1241e-2	8.4759e-4	84.05138588508106
FST	Han	Druze			593124	0.1112	0.1112	1.1025e-3	100.82723753775423
FST	Han	French			593124	0.1086	0.1086	1.1105e-3	97.81082497570189
FST	Han	Han			593124	0.0000	0.0000	0.0000	NaN
FST	Han	Hazara			593124	3.3276e-2	3.3276e-2	6.6266e-4	50.215417670607025
FST	Han	Italian_North			593124	0.1102	0.1102	1.1399e-3	96.69220609122297
FST	Han	Japanese			593124	7.6736e-3	7.6736e-3	1.9576e-4	39.19972045121705
FST	Han	Kalash			593124	0.1088	0.1088	1.1312e-3	96.22244398192252
FST	Han	Karitiana			593124	0.1765	0.1765	1.9670e-3	89.71281060887344
FST	Han	Makrani			593124	9.3356e-2	9.3356e-2	9.6970e-4	96.2729852380243
FST	Han	Mandenka			593124	0.1782	0.1782	1.3007e-3	137.00687186279782
FST	Han	Mayan			593124	0.1003	0.1003	1.5491e-3	64.74453262880265
FST	Han	Mozabite			593124	0.1157	0.1157	1.1425e-3	101.2968328845773
FST	Han	Orcadian			593124	0.1118	0.1118	1.1911e-3	93.87019708358675
FST	Han	Palestinian			593124	0.1059	0.1059	9.9879e-4	106.05121486917079
FST	Han	Papuan			593124	0.1781	0.1781	1.7377e-3	102.50549638089785
FST	Han	Pathan			593124	8.1581e-2	8.1581e-2	8.5010e-4	95.96561764798057
FST	Han	Pima			593124	0.1355	0.1355	1.7400e-3	77.84950689062033
FST	Han	Russian			593124	9.6519e-2	9.6519e-2	1.0284e-3	93.85254008533232
FST	Han	Sardinian			593124	0.1215	0.1215	1.2175e-3	99.83237890125005
FST	Han	Sindhi_Pakistan			593124	8.0057e-2	8.0057e-2	9.5162e-4	84.12738120082746
FST	Han	Yakut			593124	3.2928e-2	3.2929e-2	5.0202e-4	65.59251661869091
FST	Han	Yoruba			593124	0.1781	0.1781	1.2243e-3	145.49292302766617
FST	Hazara	Adygei			593124	3.0725e-2	3.0726e-2	7.1478e-4	42.98629834431124
FST	Hazara	Balochi			593124	2.5942e-2	2.5943e-2	5.6989e-4	45.52178733572903
FST	Hazara	Basque			593124	4.7774e-2	4.7775e-2	7.5690e-4	63.11868158094191
FST	Hazara	BedouinA			593124	3.8026e-2	3.8026e-2	6.4882e-4	58.60794837563991
FST	Hazara	BedouinB			593124	5.9935e-2	5.9935e-2	8.3195e-4	72.04119362681683
FST	Hazara	Biaka			593124	0.1669	0.1669	1.1325e-3	147.35227930343368
FST	Hazara	Brahui			593124	2.8140e-2	2.8140e-2	5.8194e-4	48.35560589714513
FST	Hazara	Burusho			593124	1.8598e-2	1.8598e-2	4.4170e-4	42.10534616914523
FST	Hazara	Druze			593124	4.1333e-2	4.1333e-2	6.9643e-4	59.34955909138484
FST	Hazara	French			593124	3.7886e-2	3.7887e-2	6.8692e-4	55.15457067604474
FST	Hazara	Han			593124	3.3276e-2	3.3276e-2	6.6266e-4	50.215417670607025
FST	Hazara	Hazara			593124	0.0000	0.0000	0.0000	NaN
FST	Hazara	Italian_North			593124	3.9354e-2	3.9354e-2	7.1948e-4	54.698136353361484
FST	Hazara	Japanese			593124	3.5017e-2	3.5017e-2	6.7490e-4	51.884052184555266
FST	Hazara	Kalash			593124	4.7194e-2	4.7194e-2	7.5913e-4	62.16821620767141
FST	Hazara	Karitiana			593124	0.1610	0.1610	1.8428e-3	87.36508866440076
FST	Hazara	Makrani			593124	2.8415e-2	2.8416e-2	6.0057e-4	47.314214606236426
FST	Hazara	Mandenka			593124	0.1402	0.1402	1.0550e-3	132.86614750285491
FST	Hazara	Mayan			593124	8.2702e-2	8.2702e-2	1.3282e-3	62.267844343074465
FST	Hazara	Mozabite			593124	5.4722e-2	5.4723e-2	7.9745e-4	68.62207878717878
FST	Hazara	Orcadian			593124	4.0886e-2	4.0886e-2	7.9853e-4	51.201944775947396
FST	Hazara	Palestinian			593124	3.8872e-2	3.8873e-2	6.3917e-4	60.81804273538426
FST	Hazara	Papuan			593124	0.1558	0.1558	1.6421e-3	94.89810283810027
FST	Hazara	Pathan			593124	2.0399e-2	2.0399e-2	4.9890e-4	40.88903364173128
FST	Hazara	Pima			593124	0.1193	0.1193	1.5048e-3	79.27959929769759
FST	Hazara	Russian			593124	3.0774e-2	3.0775e-2	6.4466e-4	47.73781664231748
FST	Hazara	Sardinian			593124	5.1117e-2	5.1117e-2	7.4970e-4	68.18401193208862
FST	Hazara	Sindhi_Pakistan			593124	2.1468e-2	2.1469e-2	5.4341e-4	39.50758101939463
FST	Hazara	Yakut			593124	2.9925e-2	2.9925e-2	6.9933e-4	42.79099502505337
FST	Hazara	Yoruba			593124	0.1406	0.1406	9.9006e-4	141.97835717686942
FST	Italian_North	Adygei			593124	8.6600e-3	8.6601e-3	2.7883e-4	31.058813893781032
FST	Italian_North	Balochi			593124	1.9402e-2	1.9402e-2	3.9223e-4	49.46566946187767
FST	Italian_North	Basque			593124	8.2095e-3	8.2094e-3	2.7255e-4	30.12057946611103
FST	Italian_North	BedouinA			593124	1.0985e-2	1.0985e-2	2.6201e-4	41.92556388517363
FST	Italian_North	BedouinB			593124	3.0876e-2	3.0876e-2	5.3809e-4	57.380857595020274
FST	Italian_North	Biaka			593124	0.1751	0.1751	1.3057e-3	134.08567701191953
FST	Italian_North	Brahui			593124	2.1470e-2	2.1469e-2	4.4488e-4	48.25930382262433
FST	Italian_North	Burusho			593124	2.6983e-2	2.6983e-2	4.9501e-4	54.51003045804307
FST	Italian_North	Druze			593124	1.0688e-2	1.0688e-2	2.3833e-4	44.846192903566
FST	Italian_North	French			593124	1.4903e-3	1.4904e-3	2.1215e-4	7.024978191596922
FST	Italian_North	Han			593124	0.1102	0.1102	1.1399e-3	96.69220609122297
FST	Italian_North	Hazara			593124	3.9354e-2	3.9354e-2	7.1948e-4	54.698136353361484
FST	Italian_North	Italian_North			593124	0.0000	0.0000	0.0000	NaN
FST	Italian_North	Japanese			593124	0.1126	0.1126	1.0685e-3	105.40736785640128
FST	Italian_North	Kalash			593124	4.4991e-2	4.4991e-2	7.7336e-4	58.176390881850544
FST	Italian_North	Karitiana			593124	0.2109	0.2109	1.9274e-3	109.43962678832224
FST	Italian_North	Makrani			593124	1.9601e-2	1.9601e-2	4.1872e-4	46.810532666456886
FST	Italian_North	Mandenka			593124	0.1472	0.1472	1.1297e-3	130.31925593571407
FST	Italian_North	Mayan			593124	0.1297	0.1297	1.6420e-3	79.00015492284648
FST	Italian_North	Mozabite			593124	2.7986e-2	2.7986e-2	5.0513e-4	55.40347128038761
FST	Italian_North	Orcadian			593124	6.5924e-3	6.5923e-3	3.4243e-4	19.251530390956933
FST	Italian_North	Palestinian			593124	1.0057e-2	1.0057e-2	2.2140e-4	45.42392228459968
FST	Italian_North	Papuan			593124	0.1920	0.1920	1.8061e-3	106.30624619111481
FST	Italian_North	Pathan			593124	1.8681e-2	1.8681e-2	3.9354e-4	47.46841571743735
FST	Italian_North	Pima			593124	0.1695	0.1695	1.8787e-3	90.23585881801323
FST	Italian_North	Russian			593124	8.7837e-3	8.7836e-3	2.6677e-4	32.92618661849447
FST	Italian_North	Sardinian			593124	6.9165e-3	6.9165e-3	2.3424e-4	29.52771305061163
FST	Italian_North	Sindhi_Pakistan			593124	2.3557e-2	2.3557e-2	5.0778e-4	46.391534419589156
FST	Italian_North	Yakut			593124	9.8033e-2	9.8034e-2	1.2327e-3	79.53016172228253
FST	Italian_North	Yoruba			593124	0.1482	0.1482	1.0991e-3	134.81850621610806
FST	Japanese	Adygei			593124	0.1009	0.1009	1.1312e-3	89.20511642530036
FST	Japanese	Balochi			593124	9.1783e-2	9.1783e-2	8.4921e-4	108.08114647419656
FST	Japanese	Basque			593124	0.1207	0.1207	1.1064e-3	109.09543694937632
FST	Japanese	BedouinA			593124	0.1060	0.1060	9.9798e-4	106.23729860839731
FST	Japanese	BedouinB			593124	0.1285	0.1285	1.1603e-3	110.74699278972928
FST	Japanese	Biaka			593124	0.2056	0.2056	1.3573e-3	151.4443481456337
FST	Japanese	Brahui			593124	9.3616e-2	9.3616e-2	9.1342e-4	102.48901440543898
FST	Japanese	Burusho			593124	7.3168e-2	7.3168e-2	8.0579e-4	90.80252113643202
FST	Japanese	Druze			593124	0.1134	0.1134	1.0517e-3	107.83957473169755
FST	Japanese	French			593124	0.1106	0.1106	1.0515e-3	105.23406166064186
FST	Japanese	Han			593124	7.6736e-3	7.6736e-3	1.9576e-4	39.19972045121705
FST	Japanese	Hazara			593124	3.5017e-2	3.5017e-2	6.7490e-4	51.884052184555266
FST	Japanese	Italian_North			593124	0.1126	0.1126	1.0685e-3	105.40736785640128
FST	Japanese	Japanese			593124	0.0000	0.0000	0.0000	NaN
FST	Japanese	Kalash			593124	0.1111	0.1111	1.1102e-3	100.07411766054757
FST	Japanese	Karitiana			593124	0.1762	0.1762	2.0295e-3	86.8059939853646
FST	Japanese	Makrani			593124	9.5351e-2	9.5351e-2	9.2745e-4	102.81036508607801
FST	Japanese	Mandenka			593124	0.1803	0.1803	1.2686e-3	142.1329066367375
FST	Japanese	Mayan			593124	0.1001	0.1001	1.5547e-3	64.4146559315627
FST	Japanese	Mozabite			593124	0.1178	0.1178	1.1204e-3	105.1267188922181
FST	Japanese	Orcadian			593124	0.1139	0.1139	1.0902e-3	104.47472071769946
FST	Japanese	Palestinian			593124	0.1082	0.1082	9.6094e-4	112.58603963706088
FST	Japanese	Papuan			593124	0.1803	0.1803	1.8320e-3	98.42089631105807
FST	Japanese	Pathan			593124	8.3580e-2	8.3580e-2	8.0801e-4	103.43995237173102
FST	Japanese	Pima			593124	0.1347	0.1347	1.7790e-3	75.7360220569247
FST	Japanese	Russian			593124	9.8559e-2	9.8559e-2	9.7842e-4	100.73255175367392
FST	Japanese	Sardinian			593124	0.1236	0.1236	1.1488e-3	107.60777447922212
FST	Japanese	Sindhi_Pakistan			593124	8.2058e-2	8.2057e-2	8.9906e-4	91.27065197996228
FST	Japanese	Yakut			593124	3.1262e-2	3.1262e-2	4.4988e-4	69.49071194731798
FST	Japanese	Yoruba			593124	0.1802	0.1802	1.2320e-3	146.22877929401616
FST	Kalash	Adygei			593124	3.7832e-2	3.7832e-2	7.2196e-4	52.40191396775766
FST	Kalash	Balochi			593124	3.2282e-2	3.2282e-2	6.1016e-4	52.90796334028032
FST	Kalash	Basque			593124	5.4977e-2	5.4977e-2	8.4410e-4	65.13073109666237
FST	Kalash	BedouinA			593124	4.5831e-2	4.5831e-2	6.9434e-4	66.00639371622702
FST	Kalash	BedouinB			593124	6.7906e-2	6.7906e-2	9.3548e-4	72.58941710390283
FST	Kalash	Biaka			593124	0.1866	0.1866	1.1796e-3	158.15572131608013
FST	Kalash	Brahui			593124	3.3988e-2	3.3988e-2	5.8557e-4	58.04340770915311
FST	Kalash	Burusho			593124	3.3045e-2	3.3045e-2	6.3058e-4	52.403698963555414
FST	Kalash	Druze			593124	4.6906e-2	4.6906e-2	6.9952e-4	67.05447760044937
FST	Kalash	French			593124	4.4523e-2	4.4523e-2	7.3628e-4	60.47013144880799
FST	Kalash	Han			593124	0.1088	0.1088	1.1312e-3	96.22244398192252
FST	Kalash	Hazara			593124	4.7194e-2	4.7194e-2	7.5913e-4	62.16821620767141
FST	Kalash	Italian_North			593124	4.4991e-2	4.4991e-2	7.7336e-4	58.176390881850544
FST	Kalash	Japanese			593124	0.1111	0.1111	1.1102e-3	100.07411766054757
FST	Kalash	Kalash			593124	0.0000	0.0000	0.0000	NaN
FST	Kalash	Karitiana			593124	0.2117	0.2117	2.0638e-3	102.57876604168477
FST	Kalash	Makrani			593124	3.3576e-2	3.3576e-2	6.3025e-4	53.2739416400689
FST	Kalash	Mandenka			593124	0.1592	0.1592	1.0879e-3	146.33806340380573
FST	Kalash	Mayan			593124	0.1328	0.1328	1.7100e-3	77.68563118923643
FST	Kalash	Mozabite			593124	6.5888e-2	6.5889e-2	8.6413e-4	76.2493180963993
FST	Kalash	Orcadian			593124	4.6719e-2	4.6719e-2	7.9568e-4	58.71650453391557
FST	Kalash	Palestinian			593124	4.5549e-2	4.5549e-2	6.8237e-4	66.75125112029725
FST	Kalash	Papuan			593124	0.1924	0.1924	1.7008e-3	113.14640000164216
FST	Kalash	Pathan			593124	2.8899e-2	2.8899e-2	5.9260e-4	48.765784939022396
FST	Kalash	Pima			593124	0.1715	0.1715	1.9209e-3	89.30569790078322
FST	Kalash	Russian			593124	4.2811e-2	4.2811e-2	7.2107e-4	59.37092265881606
FST	Kalash	Sardinian			593124	5.8233e-2	5.8233e-2	8.6349e-4	67.4391773579366
FST	Kalash	Sindhi_Pakistan			593124	3.0445e-2	3.0445e-2	6.6982e-4	45.45262292382832
FST	Kalash	Yakut			593124	0.1002	0.1002	1.1226e-3	89.23428620912739
FST	Kalash	Yoruba			593124	0.1599	0.1599	1.0286e-3	155.40895655770188
FST	Karitiana	Adygei			593124	0.2010	0.2010	1.9950e-3	100.7641926875415
FST	Karitiana	Balochi			593124	0.1933	0.1933	1.8560e-3	104.17534955061296
FST	Karitiana	Basque			593124	0.2185	0.2185	1.9556e-3	111.75146523118512
FST	Karitiana	BedouinA			593124	0.2072	0.2072	1.9383e-3	106.92560376287881
FST	Karitiana	BedouinB			593124	0.2304	0.2304	2.0341e-3	113.25902533639295
FST	Karitiana	Biaka			593124	0.3021	0.3021	1.6933e-3	178.41362835612455
FST	Karitiana	Brahui			593124	0.1947	0.1947	1.9712e-3	98.75299139340599
FST	Karitiana	Burusho			593124	0.1801	0.1801	1.8983e-3	94.89563581915897
FST	Karitiana	Druze			593124	0.2148	0.2148	1.8787e-3	114.3444510345686
FST	Karitiana	French			593124	0.2075	0.2075	1.9036e-3	109.02888419364558
FST	Karitiana	Han			593124	0.1765	0.1765	1.9670e-3	89.71281060887344
FST	Karitiana	Hazara			593124	0.1610	0.1610	1.8428e-3	87.36508866440076
FST	Karitiana	Italian_North			593124	0.2109	0.2109	1.9274e-3	109.43962678832224
FST	Karitiana	Japanese			593124	0.1762	0.1762	2.0295e-3	86.8059939853646
FST	Karitiana	Kalash			593124	0.2117	0.2117	2.0638e-3	102.57876604168477
FST	Karitiana	Karitiana			593124	0.0000	0.0000	0.0000	NaN
FST	Karitiana	Makrani			593124	0.1971	0.1971	1.9120e-3	103.08912342572572
FST	Karitiana	Mandenka			593124	0.2798	0.2798	1.7116e-3	163.4562580443333
FST	Karitiana	Mayan			593124	8.5945e-2	8.5945e-2	1.7782e-3	48.33337431083221
FST	Karitiana	Mozabite			593124	0.2200	0.2200	1.8534e-3	118.69586046639816
FST	Karitiana	Orcadian			593124	0.2089	0.2089	1.9704e-3	106.02177226900959
FST	Karitiana	Palestinian			593124	0.2098	0.2098	1.8404e-3	114.02422392974303
FST	Karitiana	Papuan			593124	0.3011	0.3011	2.6493e-3	113.65461842458296
FST	Karitiana	Pathan			593124	0.1851	0.1851	1.8902e-3	97.91203556476539
FST	Karitiana	Pima			593124	0.1321	0.1321	2.0007e-3	66.04345559675495
FST	Karitiana	Russian			593124	0.1957	0.1957	1.9027e-3	102.83578085911286
FST	Karitiana	Sardinian			593124	0.2249	0.2249	1.9552e-3	115.04906859088294
FST	Karitiana	Sindhi_Pakistan			593124	0.1858	0.1858	1.8813e-3	98.73972096388691
FST	Karitiana	Yakut			593124	0.1719	0.1719	1.9124e-3	89.86781176426894
FST	Karitiana	Yoruba			593124	0.2793	0.2793	1.6596e-3	168.30425140398688
FST	Makrani	Adygei			593124	1.2942e-2	1.2942e-2	3.0774e-4	42.05538423716761
FST	Makrani	Balochi			593124	3.0909e-3	3.0910e-3	2.1308e-4	14.506424761830816
FST	Makrani	Basque			593124	3.0367e-2	3.0366e-2	4.8925e-4	62.06708966268767
FST	Makrani	BedouinA			593124	1.6452e-2	1.6452e-2	3.1634e-4	52.00794798275506
FST	Makrani	BedouinB			593124	3.6821e-2	3.6821e-2	6.0783e-4	60.57713568737752
FST	Makrani	Biaka			593124	0.1583	0.1583	1.1794e-3	134.25542430466407
FST	Makrani	Brahui			593124	4.7636e-3	4.7636e-3	2.5027e-4	19.034240821881877
FST	Makrani	Burusho			593124	1.3689e-2	1.3689e-2	2.9018e-4	47.17326974273381
FST	Makrani	Druze			593124	1.8362e-2	1.8361e-2	3.4227e-4	53.6455843529754
FST	Makrani	French			593124	2.0476e-2	2.0475e-2	3.6772e-4	55.68169638566835
FST	Makrani	Han			593124	9.3356e-2	9.3356e-2	9.6970e-4	96.2729852380243
FST	Makrani	Hazara			593124	2.8415e-2	2.8416e-2	6.0057e-4	47.314214606236426
FST	Makrani	Italian_North			593124	1.9601e-2	1.9601e-2	4.1872e-4	46.810532666456886
FST	Makrani	Japanese			593124	9.5351e-2	9.5351e-2	9.2745e-4	102.81036508607801
FST	Makrani	Kalash			593124	3.3576e-2	3.3576e-2	6.3025e-4	53.2739416400689
FST	Makrani	Karitiana			593124	0.1971	0.1971	1.9120e-3	103.08912342572572
FST	Makrani	Makrani			593124	0.0000	0.0000	0.0000	NaN
FST	Makrani	Mandenka			593124	0.1304	0.1304	1.0579e-3	123.21499371634575
FST	Makrani	Mayan			593124	0.1177	0.1177	1.5176e-3	77.52836994790341
FST	Makrani	Mozabite			593124	3.6754e-2	3.6754e-2	5.1883e-4	70.84079707504912
FST	Makrani	Orcadian			593124	2.4343e-2	2.4343e-2	4.9416e-4	49.26116469200238
FST	Makrani	Palestinian			593124	1.6392e-2	1.6392e-2	2.9251e-4	56.0404510232378
FST	Makrani	Papuan			593124	0.1742	0.1742	1.6714e-3	104.22841354345846
FST	Makrani	Pathan			593124	7.2534e-3	7.2535e-3	2.5894e-4	28.012330659946937
FST	Makrani	Pima			593124	0.1564	0.1564	1.7075e-3	91.57413972859744
FST	Makrani	Russian			593124	2.1862e-2	2.1862e-2	4.1714e-4	52.408191261358546
FST	Makrani	Sardinian			593124	3.1183e-2	3.1182e-2	5.0855e-4	61.31688994065564
FST	Makrani	Sindhi_Pakistan			593124	7.6478e-3	7.6480e-3	3.0347e-4	25.201676655078387
FST	Makrani	Yakut			593124	8.4029e-2	8.4029e-2	1.0800e-3	77.80307723556925
FST	Makrani	Yoruba			593124	0.1310	0.1310	9.9844e-4	131.21490496656992
FST	Mandenka	Adygei			593124	0.1438	0.1438	1.0617e-3	135.42385393590882
FST	Mandenka	Balochi			593124	0.1349	0.1349	1.0486e-3	128.66641601373203
FST	Mandenka	Basque			593124	0.1561	0.1561	1.1081e-3	140.83159799709145
FST	Mandenka	BedouinA			593124	0.1173	0.1173	1.0605e-3	110.57749141977214
FST	Mandenka	BedouinB			593124	0.1432	0.1432	1.2737e-3	112.42706909934641
FST	Mandenka	Biaka			593124	4.5894e-2	4.5894e-2	7.3269e-4	62.63738378990837
FST	Mandenka	Brahui			593124	0.1354	0.1354	1.0875e-3	124.51998424751687
FST	Mandenka	Burusho			593124	0.1375	0.1375	9.8358e-4	139.8108958924411
FST	Mandenka	Druze			593124	0.1403	0.1403	1.0769e-3	130.25839555658328
FST	Mandenka	French			593124	0.1481	0.1481	1.0651e-3	139.0669871286569
FST	Mandenka	Han			593124	0.1782	0.1782	1.3007e-3	137.00687186279782
FST	Mandenka	Hazara			593124	0.1402	0.1402	1.0550e-3	132.86614750285491
FST	Mandenka	Italian_North			593124	0.1472	0.1472	1.1297e-3	130.31925593571407
FST	Mandenka	Japanese			593124	0.1803	0.1803	1.2686e-3	142.1329066367375
FST	Mandenka	Kalash			593124	0.1592	0.1592	1.0879e-3	146.33806340380573
FST	Mandenka	Karitiana			593124	0.2798	0.2798	1.7116e-3	163.4562580443333
FST	Mandenka	Makrani			593124	0.1304	0.1304	1.0579e-3	123.21499371634575
FST	Mandenka	Mandenka			593124	0.0000	0.0000	0.0000	NaN
FST	Mandenka	Mayan			593124	0.2088	0.2088	1.6619e-3	125.61839603647468
FST	Mandenka	Mozabite			593124	0.1026	0.1026	1.0278e-3	99.83414034810687
FST	Mandenka	Orcadian			593124	0.1529	0.1529	1.0865e-3	140.68815693203615
FST	Mandenka	Palestinian			593124	0.1256	0.1256	9.7941e-4	128.28087491132396
FST	Mandenka	Papuan			593124	0.2382	0.2382	1.9684e-3	121.02885125921372
FST	Mandenka	Pathan			593124	0.1356	0.1356	1.0503e-3	129.1075996636932
FST	Mandenka	Pima			593124	0.2444	0.2444	1.8036e-3	135.49401628493257
FST	Mandenka	Russian			593124	0.1486	0.1486	1.1263e-3	131.91066222537756
FST	Mandenka	Sardinian			593124	0.1540	0.1540	1.0630e-3	144.9236268359858
FST	Mandenka	Sindhi_Pakistan			593124	0.1350	0.1350	1.0351e-3	130.42458785101854
FST	Mandenka	Yakut			593124	0.1765	0.1765	1.3126e-3	134.47419352860192
FST	Mandenka	Yoruba			593124	8.6844e-3	8.6844e-3	1.9613e-4	44.27819564675729
FST	Mayan	Adygei			593124	0.1208	0.1208	1.5805e-3	76.42186703778276
FST	Mayan	Balochi			593124	0.1141	0.1141	1.5338e-3	74.38972205756158
FST	Mayan	Basque			593124	0.1373	0.1373	1.7175e-3	79.95474339303773
FST	Mayan	BedouinA			593124	0.1275	0.1275	1.6279e-3	78.33100425540896
FST	Mayan	BedouinB			593124	0.1507	0.1507	1.6313e-3	92.35491002779894
FST	Mayan	Biaka			593124	0.2327	0.2327	1.6237e-3	143.30343012514462
FST	Mayan	Brahui			593124	0.1161	0.1161	1.5660e-3	74.13741815428642
FST	Mayan	Burusho			593124	0.1013	0.1013	1.4459e-3	70.04366766230481
FST	Mayan	Druze			593124	0.1339	0.1339	1.6293e-3	82.1611951842924
FST	Mayan	French			593124	0.1265	0.1265	1.6267e-3	77.74232278491665
FST	Mayan	Han			593124	0.1003	0.1003	1.5491e-3	64.74453262880265
FST	Mayan	Hazara			593124	8.2702e-2	8.2702e-2	1.3282e-3	62.267844343074465
FST	Mayan	Italian_North			593124	0.1297	0.1297	1.6420e-3	79.00015492284648
FST	Mayan	Japanese			593124	0.1001	0.1001	1.5547e-3	64.4146559315627
FST	Mayan	Kalash			593124	0.1328	0.1328	1.7100e-3	77.68563118923643
FST	Mayan	Karitiana			593124	8.5945e-2	8.5945e-2	1.7782e-3	48.33337431083221
FST	Mayan	Makrani			593124	0.1177	0.1177	1.5176e-3	77.52836994790341
FST	Mayan	Mandenka			593124	0.2088	0.2088	1.6619e-3	125.61839603647468
FST	Mayan	Mayan			593124	0.0000	0.0000	0.0000	NaN
FST	Mayan	Mozabite			593124	0.1409	0.1409	1.6762e-3	84.04921010420665
FST	Mayan	Orcadian			593124	0.1281	0.1281	1.7414e-3	73.58181510990626
FST	Mayan	Palestinian			593124	0.1296	0.1296	1.5732e-3	82.39255924308844
FST	Mayan	Papuan			593124	0.2263	0.2263	2.2519e-3	100.51235932462313
FST	Mayan	Pathan			593124	0.1060	0.1060	1.4389e-3	73.69398515547803
FST	Mayan	Pima			593124	5.4865e-2	5.4865e-2	1.1635e-3	47.15433181538383
FST	Mayan	Russian			593124	0.1145	0.1145	1.6169e-3	70.78912393528766
FST	Mayan	Sardinian			593124	0.1433	0.1433	1.7433e-3	82.21234554570884
FST	Mayan	Sindhi_Pakistan			593124	0.1078	0.1078	1.5019e-3	71.74423090453088
FST	Mayan	Yakut			593124	9.4498e-2	9.4498e-2	1.4846e-3	63.652486623032324
FST	Mayan	Yoruba			593124	0.2086	0.2086	1.6007e-3	130.28990008496655
FST	Mozabite	Adygei			593124	3.4153e-2	3.4153e-2	5.6354e-4	60.60455409343179
FST	Mozabite	Balochi			593124	3.8401e-2	3.8401e-2	5.8109e-4	66.0842663026698
FST	Mozabite	Basque			593124	3.7211e-2	3.7211e-2	5.8785e-4	63.30007275277773
FST	Mozabite	BedouinA			593124	1.9700e-2	1.9700e-2	3.6992e-4	53.255761486440605
FST	Mozabite	BedouinB			593124	3.8968e-2	3.8968e-2	6.3459e-4	61.40573021642536
FST	Mozabite	Biaka			593124	0.1340	0.1340	1.2142e-3	110.38110380516754
FST	Mozabite	Brahui			593124	3.9967e-2	3.9968e-2	5.8096e-4	68.7960157906284
FST	Mozabite	Burusho			593124	4.5734e-2	4.5734e-2	6.2173e-4	73.55932009523657
FST	Mozabite	Druze			593124	2.8872e-2	2.8872e-2	4.8969e-4	58.95924967942577
FST	Mozabite	French			593124	3.0459e-2	3.0459e-2	5.1064e-4	59.64855781044751
FST	Mozabite	Han			593124	0.1157	0.1157	1.1425e-3	101.2968328845773
FST	Mozabite	Hazara			593124	5.4722e-2	5.4723e-2	7.9745e-4	68.62207878717878
FST	Mozabite	Italian_North			593124	2.7986e-2	2.7986e-2	5.0513e-4	55.40347128038761
FST	Mozabite	Japanese			593124	0.1178	0.1178	1.1204e-3	105.1267188922181
FST	Mozabite	Kalash			593124	6.5888e-2	6.5889e-2	8.6413e-4	76.2493180963993
FST	Mozabite	Karitiana			593124	0.2200	0.2200	1.8534e-3	118.69586046639816
FST	Mozabite	Makrani			593124	3.6754e-2	3.6754e-2	5.1883e-4	70.84079707504912
FST	Mozabite	Mandenka			593124	0.1026	0.1026	1.0278e-3	99.83414034810687
FST	Mozabite	Mayan			593124	0.1409	0.1409	1.6762e-3	84.04921010420665
FST	Mozabite	Mozabite			593124	0.0000	0.0000	0.0000	NaN
FST	Mozabite	Orcadian			593124	3.7003e-2	3.7003e-2	5.8747e-4	62.986530750762526
FST	Mozabite	Palestinian			593124	2.2835e-2	2.2835e-2	3.7294e-4	61.22894756964116
FST	Mozabite	Papuan			593124	0.1911	0.1911	1.8246e-3	104.73265286324438
FST	Mozabite	Pathan			593124	3.9213e-2	3.9213e-2	5.8056e-4	67.54264496048518
FST	Mozabite	Pima			593124	0.1804	0.1804	1.8734e-3	96.27453230228943
FST	Mozabite	Russian			593124	3.7626e-2	3.7626e-2	5.4567e-4	68.95426857933556
FST	Mozabite	Sardinian			593124	3.1644e-2	3.1644e-2	5.2080e-4	60.76029845393439
FST	Mozabite	Sindhi_Pakistan			593124	4.2305e-2	4.2306e-2	6.3929e-4	66.17566125163792
FST	Mozabite	Yakut			593124	0.1068	0.1068	1.1498e-3	92.86152664846352
FST	Mozabite	Yoruba			593124	0.1036	0.1036	1.0209e-3	101.44628810325975
FST	Orcadian	Adygei			593124	1.3330e-2	1.3330e-2	4.0308e-4	33.06955305094536
FST	Orcadian	Balochi			593124	2.3494e-2	2.3495e-2	4.5990e-4	51.086878362081265
FST	Orcadian	Basque			593124	1.1678e-2	1.1678e-2	3.9542e-4	29.53188310376967
FST	Orcadian	BedouinA			593124	2.0483e-2	2.0483e-2	4.1082e-4	49.85787993902164
FST	Orcadian	BedouinB			593124	4.1308e-2	4.1307e-2	6.8134e-4	60.626799295756435
FST	Orcadian	Biaka			593124	0.1800	0.1800	1.2620e-3	142.63587835086614
FST	Orcadian	Brahui			593124	2.5900e-2	2.5900e-2	4.7219e-4	54.850005425110105
FST	Orcadian	Burusho			593124	2.8719e-2	2.8719e-2	5.4181e-4	53.005428557149834
FST	Orcadian	Druze			593124	1.9671e-2	1.9671e-2	4.0253e-4	48.86708659188644
FST	Orcadian	French			593124	3.4676e-3	3.4675e-3	2.7583e-4	12.571112062605119
FST	Orcadian	Han			593124	0.1118	0.1118	1.1911e-3	93.87019708358675
