Statistic	a	b	c	d	NrSites	Estimate_Total	Estimate_Jackknife	StdErr_Jackknife	Z_score_Jackknife
FST	Orcadian	Hazara			593124	4.0886e-2	4.0886e-2	7.9853e-4	51.201944775947396
FST	Orcadian	Italian_North			593124	6.5924e-3	6.5923e-3	3.4243e-4	19.251530390956933
FST	Orcadian	Japanese			593124	0.1139	0.1139	1.0902e-3	104.47472071769946
FST	Orcadian	Kalash			593124	4.6719e-2	4.6719e-2	7.9568e-4	58.71650453391557
FST	Orcadian	Karitiana			593124	0.2089	0.2089	1.9704e-3	106.02177226900959
FST	Orcadian	Makrani			593124	2.4343e-2	2.4343e-2	4.9416e-4	49.26116469200238
FST	Orcadian	Mandenka			593124	0.1529	0.1529	1.0865e-3	140.68815693203615
FST	Orcadian	Mayan			593124	0.1281	0.1281	1.7414e-3	73.58181510990626
FST	Orcadian	Mozabite			593124	3.7003e-2	3.7003e-2	5.8747e-4	62.986530750762526
FST	Orcadian	Orcadian			593124	0.0000	0.0000	0.0000	NaN
FST	Orcadian	Palestinian			593124	1.9606e-2	1.9606e-2	3.9121e-4	50.11453939453411
FST	Orcadian	Papuan			593124	0.1928	0.1928	1.7674e-3	109.09276459090388
FST	Orcadian	Pathan			593124	2.1105e-2	2.1105e-2	4.7113e-4	44.79725091427723
FST	Orcadian	Pima			593124	0.1680	0.1680	1.9769e-3	84.9886778114378
FST	Orcadian	Russian			593124	7.0089e-3	7.0089e-3	3.4239e-4	20.470339931125164
FST	Orcadian	Sardinian			593124	1.5937e-2	1.5937e-2	3.7815e-4	42.14432119637735
FST	Orcadian	Sindhi_Pakistan			593124	2.6629e-2	2.6630e-2	5.5363e-4	48.100530430521026
FST	Orcadian	Yakut			593124	9.8203e-2	9.8203e-2	1.2380e-3	79.32568728300096
FST	Orcadian	Yoruba			593124	0.1536	0.1536	1.0261e-3	149.70418370904576
FST	Palestinian	Adygei			593124	1.1925e-2	1.1925e-2	3.0012e-4	39.73444200461836
FST	Palestinian	Balochi			593124	1.7628e-2	1.7628e-2	3.3229e-4	53.050890074971775
FST	Palestinian	Basque			593124	2.0788e-2	2.0788e-2	3.5752e-4	58.14608533171936
FST	Palestinian	BedouinA			593124	5.6412e-3	5.6412e-3	1.7279e-4	32.64732364091112
FST	Palestinian	BedouinB			593124	2.2139e-2	2.2139e-2	4.2773e-4	51.75874667393736
FST	Palestinian	Biaka			593124	0.1543	0.1543	1.1637e-3	132.61336786606992
FST	Palestinian	Brahui			593124	1.9315e-2	1.9315e-2	3.5489e-4	54.42558797799417
FST	Palestinian	Burusho			593124	2.6467e-2	2.6467e-2	3.7624e-4	70.34665130538251
FST	Palestinian	Druze			593124	9.2024e-3	9.2025e-3	1.8913e-4	48.65782734585995
FST	Palestinian	French			593124	1.3721e-2	1.3721e-2	2.3530e-4	58.31009117435566
FST	Palestinian	Han			593124	0.1059	0.1059	9.9879e-4	106.05121486917079
FST	Palestinian	Hazara			593124	3.8872e-2	3.8873e-2	6.3917e-4	60.81804273538426
FST	Palestinian	Italian_North			593124	1.0057e-2	1.0057e-2	2.2140e-4	45.42392228459968
FST	Palestinian	Japanese			593124	0.1082	0.1082	9.6094e-4	112.58603963706088
FST	Palestinian	Kalash			593124	4.5549e-2	4.5549e-2	6.8237e-4	66.75125112029725
FST	Palestinian	Karitiana			593124	0.2098	0.2098	1.8404e-3	114.02422392974303
FST	Palestinian	Makrani			593124	1.6392e-2	1.6392e-2	2.9251e-4	56.0404510232378
FST	Palestinian	Mandenka			593124	0.1256	0.1256	9.7941e-4	128.28087491132396
FST	Palestinian	Mayan			593124	0.1296	0.1296	1.5732e-3	82.39255924308844
FST	Palestinian	Mozabite			593124	2.2835e-2	2.2835e-2	3.7294e-4	61.22894756964116
FST	Palestinian	Orcadian			593124	1.9606e-2	1.9606e-2	3.9121e-4	50.11453939453411
FST	Palestinian	Palestinian			593124	0.0000	0.0000	0.0000	NaN
FST	Palestinian	Papuan			593124	0.1835	0.1835	1.6669e-3	110.07825234902145
FST	Palestinian	Pathan			593124	1.8665e-2	1.8665e-2	3.3798e-4	55.22420685098506
FST	Palestinian	Pima			593124	0.1694	0.1694	1.8072e-3	93.75432676314709
FST	Palestinian	Russian			593124	2.0691e-2	2.0691e-2	3.0688e-4	67.42538564656027
FST	Palestinian	Sardinian			593124	1.6672e-2	1.6672e-2	3.0772e-4	54.178511608927906
FST	Palestinian	Sindhi_Pakistan			593124	2.1964e-2	2.1964e-2	4.2077e-4	52.19957363449989
FST	Palestinian	Yakut			593124	9.5841e-2	9.5841e-2	1.1094e-3	86.38617196674538
FST	Palestinian	Yoruba			593124	0.1263	0.1263	9.2689e-4	136.30597717869057
FST	Papuan	Adygei			593124	0.1844	0.1844	1.7977e-3	102.56993607565802
FST	Papuan	Balochi			593124	0.1721	0.1721	1.6360e-3	105.17796991596552
FST	Papuan	Basque			593124	0.1993	0.1993	1.7407e-3	114.46937114000195
FST	Papuan	BedouinA			593124	0.1813	0.1813	1.7236e-3	105.1582938771036
FST	Papuan	BedouinB			593124	0.2033	0.2033	1.8882e-3	107.65022001548334
FST	Papuan	Biaka			593124	0.2598	0.2598	1.9846e-3	130.8853780866728
FST	Papuan	Brahui			593124	0.1739	0.1739	1.7374e-3	100.1048032479298
FST	Papuan	Burusho			593124	0.1632	0.1632	1.5580e-3	104.76620182015091
FST	Papuan	Druze			593124	0.1900	0.1900	1.7826e-3	106.56045345131155
FST	Papuan	French			593124	0.1907	0.1907	1.8280e-3	104.32991939334202
FST	Papuan	Han			593124	0.1781	0.1781	1.7377e-3	102.50549638089785
FST	Papuan	Hazara			593124	0.1558	0.1558	1.6421e-3	94.89810283810027
FST	Papuan	Italian_North			593124	0.1920	0.1920	1.8061e-3	106.30624619111481
FST	Papuan	Japanese			593124	0.1803	0.1803	1.8320e-3	98.42089631105807
FST	Papuan	Kalash			593124	0.1924	0.1924	1.7008e-3	113.14640000164216
FST	Papuan	Karitiana			593124	0.3011	0.3011	2.6493e-3	113.65461842458296
FST	Papuan	Makrani			593124	0.1742	0.1742	1.6714e-3	104.22841354345846
FST	Papuan	Mandenka			593124	0.2382	0.2382	1.9684e-3	121.02885125921372
FST	Papuan	Mayan			593124	0.2263	0.2263	2.2519e-3	100.51235932462313
FST	Papuan	Mozabite			593124	0.1911	0.1911	1.8246e-3	104.73265286324438
FST	Papuan	Orcadian			593124	0.1928	0.1928	1.7674e-3	109.09276459090388
FST	Papuan	Palestinian			593124	0.1835	0.1835	1.6669e-3	110.07825234902145
FST	Papuan	Papuan			593124	0.0000	0.0000	0.0000	NaN
FST	Papuan	Pathan			593124	0.1665	0.1665	1.6660e-3	99.9596576733064
FST	Papuan	Pima			593124	0.2631	0.2631	2.2614e-3	116.34478563035452
FST	Papuan	Russian			593124	0.1849	0.1849	1.8338e-3	100.85473829735483
FST	Papuan	Sardinian			593124	0.2016	0.2016	1.8220e-3	110.62380475438292
FST	Papuan	Sindhi_Pakistan			593124	0.1638	0.1638	1.6780e-3	97.58790937684428
FST	Papuan	Yakut			593124	0.1833	0.1833	1.6979e-3	107.95986897956695
FST	Papuan	Yoruba			593124	0.2371	0.2371	1.9533e-3	121.36439176095887
FST	Pathan	Adygei			593124	1.1873e-2	1.1873e-2	3.4713e-4	34.202794369023536
FST	Pathan	Balochi			593124	5.1822e-3	5.1823e-3	2.1709e-4	23.871656053286618
FST	Pathan	Basque			593124	2.8343e-2	2.8343e-2	4.3872e-4	64.60266293313842
FST	Pathan	BedouinA			593124	1.9097e-2	1.9097e-2	3.5186e-4	54.275156428435515
FST	Pathan	BedouinB			593124	4.0929e-2	4.0929e-2	6.4946e-4	63.019836236572104
FST	Pathan	Biaka			593124	0.1629	0.1629	1.1539e-3	141.1965336093976
FST	Pathan	Brahui			593124	7.2377e-3	7.2376e-3	2.6730e-4	27.07645443864017
FST	Pathan	Burusho			593124	7.1951e-3	7.1951e-3	2.3999e-4	29.98038690989173
FST	Pathan	Druze			593124	2.0181e-2	2.0181e-2	3.4710e-4	58.140362856343295
FST	Pathan	French			593124	1.8020e-2	1.8020e-2	3.5810e-4	50.32257061721031
FST	Pathan	Han			593124	8.1581e-2	8.1581e-2	8.5010e-4	95.96561764798057
FST	Pathan	Hazara			593124	2.0399e-2	2.0399e-2	4.9890e-4	40.88903364173128
FST	Pathan	Italian_North			593124	1.8681e-2	1.8681e-2	3.9354e-4	47.46841571743735
FST	Pathan	Japanese			593124	8.3580e-2	8.3580e-2	8.0801e-4	103.43995237173102
FST	Pathan	Kalash			593124	2.8899e-2	2.8899e-2	5.9260e-4	48.765784939022396
FST	Pathan	Karitiana			593124	0.1851	0.1851	1.8902e-3	97.91203556476539
FST	Pathan	Makrani			593124	7.2534e-3	7.2535e-3	2.5894e-4	28.012330659946937
FST	Pathan	Mandenka			593124	0.1356	0.1356	1.0503e-3	129.1075996636932
FST	Pathan	Mayan			593124	0.1060	0.1060	1.4389e-3	73.69398515547803
FST	Pathan	Mozabite			593124	3.9213e-2	3.9213e-2	5.8056e-4	67.54264496048518
FST	Pathan	Orcadian			593124	2.1105e-2	2.1105e-2	4.7113e-4	44.79725091427723
FST	Pathan	Palestinian			593124	1.8665e-2	1.8665e-2	3.3798e-4	55.22420685098506
FST	Pathan	Papuan			593124	0.1665	0.1665	1.6660e-3	99.9596576733064
FST	Pathan	Pathan			593124	0.0000	0.0000	0.0000	NaN
FST	Pathan	Pima			593124	0.1450	0.1450	1.6923e-3	85.65377008425526
FST	Pathan	Russian			593124	1.7041e-2	1.7041e-2	3.7694e-4	45.2105163764928
FST	Pathan	Sardinian			593124	3.1433e-2	3.1433e-2	5.1279e-4	61.296787909190996
FST	Pathan	Sindhi_Pakistan			593124	3.6026e-3	3.6025e-3	2.5527e-4	14.112917894250597
FST	Pathan	Yakut			593124	7.2673e-2	7.2673e-2	9.5139e-4	76.38624885533125
FST	Pathan	Yoruba			593124	0.1362	0.1362	9.7921e-4	139.1056738586032
FST	Pima	Adygei			593124	0.1608	0.1608	1.8150e-3	88.61651340204932
FST	Pima	Balochi			593124	0.1533	0.1533	1.7592e-3	87.14667029524756
FST	Pima	Basque			593124	0.1778	0.1778	1.9426e-3	91.55005044303506
FST	Pima	BedouinA			593124	0.1672	0.1672	1.8172e-3	92.00360680870838
FST	Pima	BedouinB			593124	0.1904	0.1904	1.8092e-3	105.21677830900425
FST	Pima	Biaka			593124	0.2672	0.2672	1.6813e-3	158.9413543008382
FST	Pima	Brahui			593124	0.1549	0.1549	1.7619e-3	87.93218675494056
FST	Pima	Burusho			593124	0.1400	0.1400	1.7140e-3	81.70279847051441
FST	Pima	Druze			593124	0.1736	0.1736	1.7709e-3	98.01821974099956
FST	Pima	French			593124	0.1668	0.1668	1.8644e-3	89.48805091500532
FST	Pima	Han			593124	0.1355	0.1355	1.7400e-3	77.84950689062033
FST	Pima	Hazara			593124	0.1193	0.1193	1.5048e-3	79.27959929769759
FST	Pima	Italian_North			593124	0.1695	0.1695	1.8787e-3	90.23585881801323
FST	Pima	Japanese			593124	0.1347	0.1347	1.7790e-3	75.7360220569247
FST	Pima	Kalash			593124	0.1715	0.1715	1.9209e-3	89.30569790078322
FST	Pima	Karitiana			593124	0.1321	0.1321	2.0007e-3	66.04345559675495
FST	Pima	Makrani			593124	0.1564	0.1564	1.7075e-3	91.57413972859744
FST	Pima	Mandenka			593124	0.2444	0.2444	1.8036e-3	135.49401628493257
FST	Pima	Mayan			593124	5.4865e-2	5.4865e-2	1.1635e-3	47.15433181538383
FST	Pima	Mozabite			593124	0.1804	0.1804	1.8734e-3	96.27453230228943
FST	Pima	Orcadian			593124	0.1680	0.1680	1.9769e-3	84.9886778114378
FST	Pima	Palestinian			593124	0.1694	0.1694	1.8072e-3	93.75432676314709
FST	Pima	Papuan			593124	0.2631	0.2631	2.2614e-3	116.34478563035452
FST	Pima	Pathan			593124	0.1450	0.1450	1.6923e-3	85.65377008425526
FST	Pima	Pima			593124	0.0000	0.0000	0.0000	NaN
FST	Pima	Russian			593124	0.1539	0.1539	1.8327e-3	83.99835889743018
FST	Pima	Sardinian			593124	0.1838	0.1838	1.8658e-3	98.51879654102103
FST	Pima	Sindhi_Pakistan			593124	0.1458	0.1458	1.7630e-3	82.68308023671186
FST	Pima	Yakut			593124	0.1301	0.1301	1.7530e-3	74.20112263193494
FST	Pima	Yoruba			593124	0.2439	0.2439	1.7467e-3	139.60724160380175
FST	Russian	Adygei			593124	1.2314e-2	1.2314e-2	3.2758e-4	37.5921820094563
FST	Russian	Balochi			593124	2.0488e-2	2.0488e-2	3.8223e-4	53.60036294450269
FST	Russian	Basque			593124	1.4385e-2	1.4385e-2	3.0981e-4	46.43104071316534
FST	Russian	BedouinA			593124	2.0877e-2	2.0877e-2	3.3808e-4	61.751661581884804
FST	Russian	BedouinB			593124	4.2706e-2	4.2706e-2	6.4961e-4	65.74073129872907
FST	Russian	Biaka			593124	0.1759	0.1759	1.2959e-3	135.741881393931
FST	Russian	Brahui			593124	2.2725e-2	2.2725e-2	3.9355e-4	57.74287297113861
FST	Russian	Burusho			593124	2.3054e-2	2.3054e-2	4.1757e-4	55.210171064485266
FST	Russian	Druze			593124	2.1200e-2	2.1200e-2	3.5551e-4	59.632575103507065
FST	Russian	French			593124	5.0883e-3	5.0882e-3	2.0140e-4	25.26427725939343
FST	Russian	Han			593124	9.6519e-2	9.6519e-2	1.0284e-3	93.85254008533232
FST	Russian	Hazara			593124	3.0774e-2	3.0775e-2	6.4466e-4	47.73781664231748
FST	Russian	Italian_North			593124	8.7837e-3	8.7836e-3	2.6677e-4	32.92618661849447
FST	Russian	Japanese			593124	9.8559e-2	9.8559e-2	9.7842e-4	100.73255175367392
FST	Russian	Kalash			593124	4.2811e-2	4.2811e-2	7.2107e-4	59.37092265881606
FST	Russian	Karitiana			593124	0.1957	0.1957	1.9027e-3	102.83578085911286
FST	Russian	Makrani			593124	2.1862e-2	2.1862e-2	4.1714e-4	52.408191261358546
FST	Russian	Mandenka			593124	0.1486	0.1486	1.1263e-3	131.91066222537756
FST	Russian	Mayan			593124	0.1145	0.1145	1.6169e-3	70.78912393528766
FST	Russian	Mozabite			593124	3.7626e-2	3.7626e-2	5.4567e-4	68.95426857933556
FST	Russian	Orcadian			593124	7.0089e-3	7.0089e-3	3.4239e-4	20.470339931125164
FST	Russian	Palestinian			593124	2.0691e-2	2.0691e-2	3.0688e-4	67.42538564656027
FST	Russian	Papuan			593124	0.1849	0.1849	1.8338e-3	100.85473829735483
FST	Russian	Pathan			593124	1.7041e-2	1.7041e-2	3.7694e-4	45.2105163764928
FST	Russian	Pima			593124	0.1539	0.1539	1.8327e-3	83.99835889743018
FST	Russian	Russian			593124	0.0000	0.0000	0.0000	NaN
FST	Russian	Sardinian			593124	1.9809e-2	1.9809e-2	3.6745e-4	53.90813126315434
FST	Russian	Sindhi_Pakistan			593124	2.1929e-2	2.1929e-2	4.9365e-4	44.42227560839615
FST	Russian	Yakut			593124	8.1729e-2	8.1729e-2	1.0752e-3	76.01537648773504
FST	Russian	Yoruba			593124	0.1494	0.1494	1.0701e-3	139.57843325561075
FST	Sardinian	Adygei			593124	1.9384e-2	1.9384e-2	4.1708e-4	46.47497746438004
FST	Sardinian	Balochi			593124	3.1808e-2	3.1808e-2	4.9555e-4	64.18705846321625
FST	Sardinian	Basque			593124	1.3624e-2	1.3624e-2	3.2120e-4	42.41754086547089
FST	Sardinian	BedouinA			593124	1.7508e-2	1.7508e-2	3.0139e-4	58.08999984886452
FST	Sardinian	BedouinB			593124	3.6756e-2	3.6756e-2	5.7448e-4	63.98091719716157
FST	Sardinian	Biaka			593124	0.1821	0.1821	1.2317e-3	147.86956800545067
FST	Sardinian	Brahui			593124	3.3526e-2	3.3526e-2	5.0149e-4	66.85308718371125
FST	Sardinian	Burusho			593124	4.0076e-2	4.0077e-2	5.7772e-4	69.3707308789118
FST	Sardinian	Druze			593124	1.7316e-2	1.7316e-2	3.0451e-4	56.866404799613605
FST	Sardinian	French			593124	9.3015e-3	9.3015e-3	2.5857e-4	35.973145275386145
FST	Sardinian	Han			593124	0.1215	0.1215	1.2175e-3	99.83237890125005
FST	Sardinian	Hazara			593124	5.1117e-2	5.1117e-2	7.4970e-4	68.18401193208862
FST	Sardinian	Italian_North			593124	6.9165e-3	6.9165e-3	2.3424e-4	29.52771305061163
FST	Sardinian	Japanese			593124	0.1236	0.1236	1.1488e-3	107.60777447922212
FST	Sardinian	Kalash			593124	5.8233e-2	5.8233e-2	8.6349e-4	67.4391773579366
FST	Sardinian	Karitiana			593124	0.2249	0.2249	1.9552e-3	115.04906859088294
FST	Sardinian	Makrani			593124	3.1183e-2	3.1182e-2	5.0855e-4	61.31688994065564
FST	Sardinian	Mandenka			593124	0.1540	0.1540	1.0630e-3	144.9236268359858
FST	Sardinian	Mayan			593124	0.1433	0.1433	1.7433e-3	82.21234554570884
FST	Sardinian	Mozabite			593124	3.1644e-2	3.1644e-2	5.2080e-4	60.76029845393439
FST	Sardinian	Orcadian			593124	1.5937e-2	1.5937e-2	3.7815e-4	42.14432119637735
FST	Sardinian	Palestinian			593124	1.6672e-2	1.6672e-2	3.0772e-4	54.178511608927906
FST	Sardinian	Papuan			593124	0.2016	0.2016	1.8220e-3	110.62380475438292
FST	Sardinian	Pathan			593124	3.1433e-2	3.1433e-2	5.1279e-4	61.296787909190996
FST	Sardinian	Pima			593124	0.1838	0.1838	1.8658e-3	98.51879654102103
FST	Sardinian	Russian			593124	1.9809e-2	1.9809e-2	3.6745e-4	53.90813126315434
FST	Sardinian	Sardinian			593124	0.0000	0.0000	0.0000	NaN
FST	Sardinian	Sindhi_Pakistan			593124	3.6260e-2	3.6260e-2	6.0171e-4	60.26077357410009
FST	Sardinian	Yakut			593124	0.1093	0.1093	1.2758e-3	85.6523770584005
FST	Sardinian	Yoruba			593124	0.1551	0.1551	1.0498e-3	147.7476672098779
FST	Sindhi_Pakistan	Adygei			593124	1.6002e-2	1.6002e-2	4.0450e-4	39.560811444204305
FST	Sindhi_Pakistan	Balochi			593124	5.9284e-3	5.9285e-3	2.8086e-4	21.10816265669552
FST	Sindhi_Pakistan	Basque			593124	3.3596e-2	3.3596e-2	5.9982e-4	56.0098827711643
FST	Sindhi_Pakistan	BedouinA			593124	2.2474e-2	2.2474e-2	4.6375e-4	48.46180694202131
FST	Sindhi_Pakistan	BedouinB			593124	4.4331e-2	4.4331e-2	7.1961e-4	61.6041897569058
FST	Sindhi_Pakistan	Biaka			593124	0.1621	0.1621	1.1374e-3	142.53394993222724
FST	Sindhi_Pakistan	Brahui			593124	7.5264e-3	7.5263e-3	2.9770e-4	25.28155558593599
FST	Sindhi_Pakistan	Burusho			593124	8.2749e-3	8.2750e-3	2.7465e-4	30.129163654311036
FST	Sindhi_Pakistan	Druze			593124	2.4020e-2	2.4020e-2	4.6974e-4	51.13381071164233
FST	Sindhi_Pakistan	French			593124	2.3212e-2	2.3212e-2	4.3440e-4	53.43444713770088
FST	Sindhi_Pakistan	Han			593124	8.0057e-2	8.0057e-2	9.5162e-4	84.12738120082746
FST	Sindhi_Pakistan	Hazara			593124	2.1468e-2	2.1469e-2	5.4341e-4	39.50758101939463
FST	Sindhi_Pakistan	Italian_North			593124	2.3557e-2	2.3557e-2	5.0778e-4	46.391534419589156
FST	Sindhi_Pakistan	Japanese			593124	8.2058e-2	8.2057e-2	8.9906e-4	91.27065197996228
FST	Sindhi_Pakistan	Kalash			593124	3.0445e-2	3.0445e-2	6.6982e-4	45.45262292382832
FST	Sindhi_Pakistan	Karitiana			593124	0.1858	0.1858	1.8813e-3	98.73972096388691
FST	Sindhi_Pakistan	Makrani			593124	7.6478e-3	7.6480e-3	3.0347e-4	25.201676655078387
FST	Sindhi_Pakistan	Mandenka			593124	0.1350	0.1350	1.0351e-3	130.42458785101854
FST	Sindhi_Pakistan	Mayan			593124	0.1078	0.1078	1.5019e-3	71.74423090453088
FST	Sindhi_Pakistan	Mozabite			593124	4.2305e-2	4.2306e-2	6.3929e-4	66.17566125163792
FST	Sindhi_Pakistan	Orcadian			593124	2.6629e-2	2.6630e-2	5.5363e-4	48.100530430521026
FST	Sindhi_Pakistan	Palestinian			593124	2.1964e-2	2.1964e-2	4.2077e-4	52.19957363449989
FST	Sindhi_Pakistan	Papuan			593124	0.1638	0.1638	1.6780e-3	97.58790937684428
FST	Sindhi_Pakistan	Pathan			593124	3.6026e-3	3.6025e-3	2.5527e-4	14.112917894250597
FST	Sindhi_Pakistan	Pima			593124	0.1458	0.1458	1.7630e-3	82.68308023671186
FST	Sindhi_Pakistan	Russian			593124	2.1929e-2	2.1929e-2	4.9365e-4	44.42227560839615
FST	Sindhi_Pakistan	Sardinian			593124	3.6260e-2	3.6260e-2	6.0171e-4	60.26077357410009
FST	Sindhi_Pakistan	Sindhi_Pakistan			593124	0.0000	0.0000	0.0000	NaN
FST	Sindhi_Pakistan	Yakut			593124	7.2668e-2	7.2668e-2	1.0312e-3	70.47031411985212
FST	Sindhi_Pakistan	Yoruba			593124	0.1355	0.1355	9.6566e-4	140.29741190884087
FST	Yakut	Adygei			593124	8.6715e-2	8.6716e-2	1.2107e-3	71.62163842991762
FST	Yakut	Balochi			593124	8.0404e-2	8.0404e-2	9.9626e-4	80.7054117549582
FST	Yakut	Basque			593124	0.1054	0.1054	1.1962e-3	88.10756478623804
FST	Yakut	BedouinA			593124	9.3719e-2	9.3719e-2	1.1271e-3	83.15217467343537
FST	Yakut	BedouinB			593124	0.1165	0.1165	1.2551e-3	92.85000465554197
FST	Yakut	Biaka			593124	0.2018	0.2018	1.4244e-3	141.66572173885098
FST	Yakut	Brahui			593124	8.2728e-2	8.2727e-2	1.0885e-3	76.0013911959649
FST	Yakut	Burusho			593124	6.4654e-2	6.4654e-2	9.5655e-4	67.59053354185617
FST	Yakut	Druze			593124	0.1002	0.1002	1.1285e-3	88.81670718241605
FST	Yakut	French			593124	9.5525e-2	9.5525e-2	1.1698e-3	81.65596335657668
FST	Yakut	Han			593124	3.2928e-2	3.2929e-2	5.0202e-4	65.59251661869091
FST	Yakut	Hazara			593124	2.9925e-2	2.9925e-2	6.9933e-4	42.79099502505337
FST	Yakut	Italian_North			593124	9.8033e-2	9.8034e-2	1.2327e-3	79.53016172228253
FST	Yakut	Japanese			593124	3.1262e-2	3.1262e-2	4.4988e-4	69.49071194731798
FST	Yakut	Kalash			593124	0.1002	0.1002	1.1226e-3	89.23428620912739
FST	Yakut	Karitiana			593124	0.1719	0.1719	1.9124e-3	89.86781176426894
FST	Yakut	Makrani			593124	8.4029e-2	8.4029e-2	1.0800e-3	77.80307723556925
FST	Yakut	Mandenka			593124	0.1765	0.1765	1.3126e-3	134.47419352860192
FST	Yakut	Mayan			593124	9.4498e-2	9.4498e-2	1.4846e-3	63.652486623032324
FST	Yakut	Mozabite			593124	0.1068	0.1068	1.1498e-3	92.86152664846352
FST	Yakut	Orcadian			593124	9.8203e-2	9.8203e-2	1.2380e-3	79.32568728300096
FST	Yakut	Palestinian			593124	9.5841e-2	9.5841e-2	1.1094e-3	86.38617196674538
FST	Yakut	Papuan			593124	0.1833	0.1833	1.6979e-3	107.95986897956695
FST	Yakut	Pathan			593124	7.2673e-2	7.2673e-2	9.5139e-4	76.38624885533125
FST	Yakut	Pima			593124	0.1301	0.1301	1.7530e-3	74.20112263193494
FST	Yakut	Russian			593124	8.1729e-2	8.1729e-2	1.0752e-3	76.01537648773504
FST	Yakut	Sardinian			593124	0.1093	0.1093	1.2758e-3	85.6523770584005
FST	Yakut	Sindhi_Pakistan			593124	7.2668e-2	7.2668e-2	1.0312e-3	70.47031411985212
FST	Yakut	Yakut			593124	0.0000	0.0000	0.0000	NaN
FST	Yakut	Yoruba			593124	0.1768	0.1768	1.2837e-3	137.75603594203372
FST	Yoruba	Adygei			593124	0.1446	0.1446	1.0025e-3	144.24660511805084
FST	Yoruba	Balochi			593124	0.1354	0.1354	9.8880e-4	136.94021415162823
FST	Yoruba	Basque			593124	0.1571	0.1571	1.0886e-3	144.31808529090492
FST	Yoruba	BedouinA			593124	0.1179	0.1179	1.0479e-3	112.54059091094238
FST	Yoruba	BedouinB			593124	0.1439	0.1439	1.2247e-3	117.49081870468423
FST	Yoruba	Biaka			593124	4.0430e-2	4.0430e-2	6.4603e-4	62.582334357078814
FST	Yoruba	Brahui			593124	0.1361	0.1361	1.0170e-3	133.79304115123335
FST	Yoruba	Burusho			593124	0.1378	0.1378	9.1865e-4	150.0184866733824
FST	Yoruba	Druze			593124	0.1411	0.1411	1.0465e-3	134.80712561304352
FST	Yoruba	French			593124	0.1490	0.1490	1.0170e-3	146.5472796995562
FST	Yoruba	Han			593124	0.1781	0.1781	1.2243e-3	145.49292302766617
FST	Yoruba	Hazara			593124	0.1406	0.1406	9.9006e-4	141.97835717686942
FST	Yoruba	Italian_North			593124	0.1482	0.1482	1.0991e-3	134.81850621610806
FST	Yoruba	Japanese			593124	0.1802	0.1802	1.2320e-3	146.22877929401616
FST	Yoruba	Kalash			593124	0.1599	0.1599	1.0286e-3	155.40895655770188
FST	Yoruba	Karitiana			593124	0.2793	0.2793	1.6596e-3	168.30425140398688
FST	Yoruba	Makrani			593124	0.1310	0.1310	9.9844e-4	131.21490496656992
FST	Yoruba	Mandenka			593124	8.6844e-3	8.6844e-3	1.9613e-4	44.27819564675729
FST	Yoruba	Mayan			593124	0.2086	0.2086	1.6007e-3	130.28990008496655
FST	Yoruba	Mozabite			593124	0.1036	0.1036	1.0209e-3	101.44628810325975
FST	Yoruba	Orcadian			593124	0.1536	0.1536	1.0261e-3	149.70418370904576
FST	Yoruba	Palestinian			593124	0.1263	0.1263	9.2689e-4	136.30597717869057
FST	Yoruba	Papuan			593124	0.2371	0.2371	1.9533e-3	121.36439176095887
FST	Yoruba	Pathan			593124	0.1362	0.1362	9.7921e-4	139.1056738586032
FST	Yoruba	Pima			593124	0.2439	0.2439	1.7467e-3	139.60724160380175
FST	Yoruba	Russian			593124	0.1494	0.1494	1.0701e-3	139.57843325561075
FST	Yoruba	Sardinian			593124	0.1551	0.1551	1.0498e-3	147.7476672098779
FST	Yoruba	Sindhi_Pakistan			593124	0.1355	0.1355	9.6566e-4	140.29741190884087
FST	Yoruba	Yakut			593124	0.1768	0.1768	1.2837e-3	137.75603594203372
FST	Yoruba	Yoruba			593124	0.0000	0.0000	0.0000	NaN
F2	Adygei	Adygei			593124	0.0000	0.0000	0.0000	NaN
F2	Adygei	Balochi			593124	3.0631e-3	3.0631e-3	8.0652e-5	37.978814401294095
F2	Adygei	Basque			593124	4.4372e-3	4.4372e-3	9.5953e-5	46.24314059377124
F2	Adygei	BedouinA			593124	3.1491e-3	3.1491e-3	7.1862e-5	43.82211060423537
F2	Adygei	BedouinB			593124	8.0423e-3	8.0423e-3	1.3859e-4	58.028229247339254
F2	Adygei	Biaka			593124	4.9731e-2	4.9731e-2	3.5878e-4	138.61322344994497
F2	Adygei	Brahui			593124	3.5101e-3	3.5101e-3	8.2513e-5	42.53962425687301
F2	Adygei	Burusho			593124	4.4748e-3	4.4748e-3	9.1923e-5	48.679405214971794
F2	Adygei	Druze			593124	2.8911e-3	2.8911e-3	6.4532e-5	44.80186694660674
F2	Adygei	French			593124	2.3100e-3	2.3100e-3	7.4799e-5	30.883037334661207
F2	Adygei	Han			593124	2.4853e-2	2.4853e-2	3.1217e-4	79.61335574888969
F2	Adygei	Hazara			593124	7.5041e-3	7.5041e-3	1.7982e-4	41.730503084385
F2	Adygei	Italian_North			593124	2.0435e-3	2.0435e-3	6.6435e-5	30.759811171465515
F2	Adygei	Japanese			593124	2.5376e-2	2.5376e-2	2.9513e-4	85.98085293338575
F2	Adygei	Kalash			593124	9.0501e-3	9.0501e-3	1.7434e-4	51.91079394236878
